speed,volume,weather,time_of_day,congestion_level,location,day_of_week,is_weekend,holiday,special_event,speed_volume,road_status,road_type,Is_Peak_Hour
50,207.36,sunny,14:23:00,low,Lazimpat,Sunday,0,0,0,10368,,,
67,152.576,sunny,14:25:00,low,Lazimpat,Monday,0,0,0,10222.592,,,
46,244.224,cloudy,22:13:00,low,Godavari,Friday,0,0,0,11234.304,,,
49,119.04,sunny,23:02:00,low,Madhyapur Thimi,Sunday,0,0,0,5832.96,,,
54,482.688,cloudy,10:02:00,low,Balkumari,Wednesday,0,0,0,26065.152,,,
50,249.856,foggy,15:26:00,medium,Lalitpur,Wednesday,0,0,0,12492.8,,,
42,1123.875,foggy,09:38:00,high,Madhyapur Thimi,Thursday,0,0,0,47202.75,,,
50,1650.375,rainy,09:48:00,high,Thamel,Monday,0,0,0,82518.75,,,
52,102.912,foggy,05:49:00,high,Durbar Marg,Saturday,1,0,0,5351.424,,,
51,195.072,cloudy,14:50:00,low,Tokha,Wednesday,0,0,0,9948.672,,,
30,80.384,sunny,05:54:00,low,Madhyapur Thimi,Friday,0,0,0,2411.52,,,
44,84.48,cloudy,23:54:00,high,Kuleshwor,Saturday,1,0,1,3717.12,,,
54,121.856,foggy,10:34:00,medium,Koteshwor,Sunday,0,0,0,6580.224,,,
58,364.8,sunny,18:14:00,low,Kirtipur,Wednesday,0,0,0,21158.4,,,
48,274.944,rainy,16:14:00,medium,Godavari,Tuesday,0,0,0,13197.312,,,
57,220.416,rainy,10:20:00,medium,Tokha,Monday,0,0,0,12563.712,,,
40,144.896,foggy,23:26:00,medium,New Road,Sunday,0,0,0,5795.84,,,
52,499.5,cloudy,09:08:00,medium,Tokha,Wednesday,0,0,0,25974,,,
45,133.12,rainy,08:28:00,medium,Bhaktapur,Monday,0,0,0,5990.4,,,
47,79.36,rainy,19:24:00,medium,Koteshwor,Friday,0,0,0,3729.92,,,
46,1802.25,sunny,17:24:00,medium,Madhyapur Thimi,Monday,0,0,0,82903.5,,,
51,107.52,cloudy,15:10:00,low,Godavari,Wednesday,0,0,0,5483.52,,,
44,93.696,rainy,10:45:00,medium,Madhyapur Thimi,Monday,0,0,0,4122.624,,,
53,184.32,sunny,05:52:00,high,Kuleshwor,Monday,0,0,1,9768.96,,,
51,240.128,sunny,00:00:00,low,Madhyapur Thimi,Monday,0,0,0,12246.528,,,
54,94.72,sunny,12:26:00,low,Lalitpur,Monday,0,0,0,5114.88,,,
59,350.208,sunny,16:43:00,high,Godavari,Friday,0,1,0,20662.272,,,
54,779.625,sunny,09:15:00,high,Bhaktapur,Sunday,0,0,0,42099.75,,,
49,216.576,rainy,02:36:00,high,Durbar Marg,Saturday,1,0,0,10612.224,,,
55,222.208,rainy,07:26:00,medium,Durbar Marg,Sunday,0,0,0,12221.44,,,
52,96.768,rainy,13:30:00,medium,Balkumari,Thursday,0,0,0,5031.936,,,
57,209.408,sunny,00:39:00,low,Pokhara,Thursday,0,0,0,11936.256,,,
55,206.592,rainy,20:19:00,medium,Pokhara,Tuesday,0,0,0,11362.56,,,
62,238.848,foggy,05:26:00,medium,Madhyapur Thimi,Monday,0,0,0,14808.576,,,
53,303.36,rainy,18:14:00,medium,Thamel,Wednesday,0,0,0,16078.08,,,
48,118.272,sunny,14:39:00,high,Tokha,Friday,0,0,1,5677.056,,,
43,247.296,sunny,02:00:00,low,Pokhara,Friday,0,0,0,10633.728,,,
32,1741.5,cloudy,09:40:00,high,Bhaktapur,Monday,0,0,0,55728,,,
45,1594.6875,sunny,17:11:00,medium,Godavari,Friday,0,0,0,71760.9375,,,
45,511.488,sunny,11:57:00,high,Thamel,Tuesday,0,0,1,23016.96,,,
45,272.64,sunny,11:58:00,low,Pokhara,Sunday,0,0,0,12268.8,,,
62,248.832,rainy,08:14:00,medium,Butwal,Sunday,0,0,0,15427.584,,,
50,94.464,sunny,11:13:00,high,Koteshwor,Saturday,1,0,0,4723.2,,,
49,213.504,foggy,04:44:00,medium,Kuleshwor,Friday,0,0,0,10461.696,,,
51,350.976,cloudy,03:45:00,low,Lalitpur,Tuesday,0,0,0,17899.776,,,
53,103.936,cloudy,02:33:00,low,Tokha,Friday,0,0,0,5508.608,,,
50,188.928,sunny,07:35:00,high,Lazimpat,Saturday,1,0,0,9446.4,,,
49,161.28,rainy,15:28:00,medium,Kirtipur,Thursday,0,0,0,7902.72,,,
47,870.75,cloudy,17:40:00,medium,Thamel,Friday,0,0,0,40925.25,,,
54,284.16,cloudy,14:26:00,high,Boudha,Saturday,1,0,0,15344.64,,,
47,240.64,foggy,10:15:00,medium,Pokhara,Wednesday,0,0,0,11310.08,,,
48,179.2,rainy,15:16:00,medium,Pokhara,Tuesday,0,0,0,8601.6,,,
54,95.232,cloudy,14:15:00,low,Bhaktapur,Monday,0,0,0,5142.528,,,
50,334.848,cloudy,12:40:00,high,Madhyapur Thimi,Saturday,1,0,0,16742.4,,,
57,171.008,rainy,13:20:00,medium,Kathmandu,Monday,0,0,0,9747.456,,,
49,75.776,cloudy,14:27:00,low,Lazimpat,Wednesday,0,0,0,3713.024,,,
47,229.376,cloudy,19:13:00,low,Lazimpat,Friday,0,0,0,10780.672,,,
54,1539,rainy,09:24:00,high,Godavari,Monday,0,0,0,83106,,,
51,230.4,foggy,23:39:00,medium,Koteshwor,Sunday,0,0,0,11750.4,,,
41,138.24,rainy,12:33:00,medium,Kirtipur,Wednesday,0,0,0,5667.84,,,
49,3508.3125,rainy,18:00:00,high,Pokhara,Saturday,1,0,0,171907.3125,,,
40,266.496,foggy,07:08:00,medium,Kathmandu,Sunday,0,0,0,10659.84,,,
44,223.232,sunny,07:33:00,low,Boudha,Sunday,0,0,0,9822.208,,,
47,322.56,sunny,20:37:00,high,Kuleshwor,Saturday,1,0,0,15160.32,,,
54,1539,rainy,09:24:00,high,Godavari,Monday,0,0,0,83106,,,
48,1083.375,sunny,17:04:00,medium,Pokhara,Thursday,0,0,0,52002,,,
51,114.176,sunny,10:40:00,low,Durbar Marg,Monday,0,0,0,5822.976,,,
53,302.592,foggy,03:45:00,high,Bhaktapur,Tuesday,0,1,0,16037.376,,,
48,103.936,rainy,21:01:00,medium,Kuleshwor,Sunday,0,0,0,4988.928,,,
47,569.088,foggy,07:25:00,high,Thamel,Saturday,1,1,0,26747.136,,,
42,212.48,rainy,05:28:00,medium,Koteshwor,Monday,0,0,0,8924.16,,,
54,145.92,foggy,12:48:00,medium,Lazimpat,Wednesday,0,0,0,7879.68,,,
68,79.872,cloudy,07:02:00,low,Madhyapur Thimi,Wednesday,0,0,0,5431.296,,,
46,556.416,foggy,16:53:00,high,Butwal,Saturday,1,0,0,25595.136,,,
51,217.344,cloudy,04:32:00,high,Bhaktapur,Wednesday,0,0,1,11084.544,,,
53,190.464,foggy,16:04:00,medium,New Road,Friday,0,0,0,10094.592,,,
55,144.384,foggy,23:07:00,medium,Boudha,Monday,0,0,0,7941.12,,,
56,172.032,sunny,01:27:00,high,Tokha,Wednesday,0,1,0,9633.792,,,
49,254.976,sunny,15:16:00,low,New Road,Wednesday,0,0,0,12493.824,,,
47,363.264,sunny,19:15:00,high,Lazimpat,Sunday,0,0,1,17073.408,,,
43,354.816,cloudy,12:49:00,low,Madhyapur Thimi,Thursday,0,0,0,15257.088,,,
46,1252.125,foggy,17:54:00,high,Madhyapur Thimi,Tuesday,0,0,0,57597.75,,,
45,227.328,sunny,04:39:00,low,Bhaktapur,Tuesday,0,0,0,10229.76,,,
52,502.272,rainy,01:57:00,high,Bhaktapur,Saturday,1,0,0,26118.144,,,
46,107.52,cloudy,22:58:00,high,Durbar Marg,Saturday,1,0,0,4945.92,,,
44,177.152,cloudy,02:18:00,low,Durbar Marg,Tuesday,0,0,0,7794.688,,,
47,193.536,foggy,22:16:00,high,Bhaktapur,Friday,0,0,1,9096.192,,,
31,146.944,foggy,23:05:00,medium,Kirtipur,Tuesday,0,0,0,4555.264,,,
46,244.736,foggy,21:18:00,medium,Madhyapur Thimi,Tuesday,0,0,0,11257.856,,,
58,360.96,sunny,01:31:00,high,Kathmandu,Saturday,1,0,0,20935.68,,,
45,284.16,cloudy,23:49:00,high,Kuleshwor,Saturday,1,0,0,12787.2,,,
41,66.56,foggy,14:15:00,medium,Boudha,Wednesday,0,0,0,2728.96,,,
54,98.304,rainy,13:31:00,medium,Koteshwor,Sunday,0,0,0,5308.416,,,
47,309.504,sunny,07:41:00,low,Kathmandu,Sunday,0,0,0,14546.688,,,
49,305.664,sunny,21:51:00,high,Pokhara,Saturday,1,0,0,14977.536,,,
59,136.704,cloudy,22:51:00,low,Godavari,Monday,0,0,0,8065.536,,,
40,1620,foggy,17:13:00,medium,Bhaktapur,Friday,0,0,0,64800,,,
50,118.272,sunny,01:58:00,low,Madhyapur Thimi,Monday,0,0,0,5913.6,,,
47,148.224,sunny,05:31:00,low,Kathmandu,Wednesday,0,0,0,6966.528,,,
51,135.168,cloudy,16:31:00,high,Koteshwor,Saturday,1,0,0,6893.568,,,
56,373.248,rainy,13:37:00,medium,Madhyapur Thimi,Sunday,0,0,0,20901.888,,,
52,297.216,foggy,07:16:00,high,New Road,Saturday,1,1,0,15455.232,,,
44,175.104,sunny,16:01:00,high,Balkumari,Friday,0,0,1,7704.576,,,
52,250.368,rainy,14:27:00,medium,Boudha,Friday,0,0,0,13019.136,,,
42,1761.75,sunny,09:02:00,high,Durbar Marg,Saturday,1,1,0,73993.5,,,
59,324.864,sunny,10:39:00,low,Lalitpur,Wednesday,0,0,0,19166.976,,,
47,109.056,foggy,18:51:00,medium,Thamel,Wednesday,0,0,0,5125.632,,,
50,497.664,sunny,22:01:00,high,Thamel,Wednesday,0,0,1,24883.2,,,
45,261.888,sunny,18:13:00,high,Butwal,Saturday,1,0,0,11784.96,,,
50,464.256,foggy,21:32:00,high,Bhaktapur,Saturday,1,0,0,23212.8,,,
51,268.8,foggy,20:53:00,medium,Koteshwor,Sunday,0,0,0,13708.8,,,
47,314.88,cloudy,11:26:00,low,Kuleshwor,Monday,0,0,0,14799.36,,,
54,100.608,foggy,15:30:00,high,Kirtipur,Saturday,1,0,0,5432.832,,,
72,183.552,foggy,07:32:00,medium,Madhyapur Thimi,Sunday,0,0,0,13215.744,,,
44,369.408,foggy,04:29:00,high,Kuleshwor,Saturday,1,1,0,16253.952,,,
47,369.408,foggy,05:37:00,medium,Lazimpat,Wednesday,0,0,0,17362.176,,,
48,137.728,rainy,10:18:00,medium,Koteshwor,Monday,0,0,0,6610.944,,,
43,97.28,foggy,21:22:00,medium,Kuleshwor,Monday,0,0,0,4183.04,,,
60,80.64,cloudy,02:42:00,low,Koteshwor,Friday,0,0,0,4838.4,,,
56,123.648,sunny,04:35:00,low,Godavari,Friday,0,0,0,6924.288,,,
47,193.536,foggy,22:16:00,medium,Lazimpat,Thursday,0,0,0,9096.192,,,
47,1231.875,rainy,17:41:00,high,Butwal,Friday,0,0,0,57898.125,,,
39,362.88,rainy,00:04:00,high,Godavari,Tuesday,0,0,1,14152.32,,,
56,182.784,foggy,21:42:00,medium,Boudha,Wednesday,0,0,0,10235.904,,,
47,67.584,foggy,06:17:00,medium,Lalitpur,Tuesday,0,0,0,3176.448,,,
58,119.808,cloudy,13:59:00,low,Kuleshwor,Friday,0,0,0,6948.864,,,
50,92.672,rainy,05:06:00,medium,Godavari,Tuesday,0,0,0,4633.6,,,
49,331.776,foggy,04:58:00,medium,Godavari,Friday,0,0,0,16257.024,,,
49,344.832,rainy,08:53:00,medium,Kirtipur,Sunday,0,0,0,16896.768,,,
50,162.304,foggy,03:47:00,medium,Kathmandu,Sunday,0,0,0,8115.2,,,
44,211.968,sunny,04:20:00,low,Godavari,Friday,0,0,0,9326.592,,,
50,122.88,sunny,20:11:00,low,Kirtipur,Friday,0,0,0,6144,,,
50,229.632,foggy,15:28:00,high,Godavari,Saturday,1,0,0,11481.6,,,
49,164.352,rainy,15:20:00,medium,Godavari,Friday,0,0,0,8053.248,,,
53,120.832,sunny,13:50:00,low,Madhyapur Thimi,Thursday,0,0,0,6404.096,,,
51,218.112,rainy,22:50:00,medium,Godavari,Monday,0,0,0,11123.712,,,
39,193.024,cloudy,05:06:00,low,Godavari,Tuesday,0,0,0,7527.936,,,
58,178.688,cloudy,05:40:00,low,Lazimpat,Friday,0,0,0,10363.904,,,
54,192.768,foggy,20:05:00,medium,Lalitpur,Sunday,0,0,0,10409.472,,,
57,117.76,cloudy,05:01:00,low,Pokhara,Monday,0,0,0,6712.32,,,
46,250.368,foggy,08:33:00,medium,Lalitpur,Monday,0,0,0,11516.928,,,
40,680.832,rainy,20:11:00,high,Balkumari,Saturday,1,0,0,27233.28,,,
51,354.816,cloudy,18:49:00,high,Balkumari,Saturday,1,0,0,18095.616,,,
46,433.152,foggy,19:24:00,medium,Tokha,Monday,0,0,0,19924.992,,,
54,278.784,sunny,06:01:00,high,Kirtipur,Saturday,1,0,0,15054.336,,,
46,453.888,cloudy,22:03:00,high,Kirtipur,Saturday,1,0,0,20878.848,,,
47,93.184,rainy,18:12:00,medium,Butwal,Wednesday,0,0,0,4379.648,,,
33,92.16,cloudy,02:44:00,low,Kathmandu,Friday,0,0,0,3041.28,,,
56,148.224,foggy,03:07:00,medium,Godavari,Sunday,0,0,0,8300.544,,,
49,147.456,rainy,02:05:00,medium,Tokha,Wednesday,0,0,0,7225.344,,,
48,158.976,rainy,12:04:00,high,Butwal,Saturday,1,0,0,7630.848,,,
50,173.952,sunny,03:31:00,low,Balkumari,Wednesday,0,0,0,8697.6,,,
49,108.288,sunny,07:12:00,low,Pokhara,Tuesday,0,0,0,5306.112,,,
30,357.888,cloudy,13:29:00,low,Butwal,Thursday,0,0,0,10736.64,,,
48,103.936,rainy,21:01:00,medium,Lazimpat,Sunday,0,0,0,4988.928,,,
54,190.464,foggy,01:31:00,medium,Koteshwor,Friday,0,0,0,10285.056,,,
48,103.936,rainy,21:01:00,medium,Kathmandu,Wednesday,0,0,0,4988.928,,,
58,106.496,cloudy,08:33:00,low,Balkumari,Monday,0,0,0,6176.768,,,
50,125.952,cloudy,10:14:00,low,Kuleshwor,Sunday,0,0,0,6297.6,,,
45,68.096,cloudy,16:11:00,low,Pokhara,Sunday,0,0,0,3064.32,,,
48,224.256,foggy,18:01:00,medium,Kirtipur,Monday,0,0,0,10764.288,,,
49,407.808,sunny,23:01:00,high,Kuleshwor,Saturday,1,0,0,19982.592,,,
50,248.832,cloudy,14:58:00,low,Lalitpur,Friday,0,0,0,12441.6,,,
47,219.648,foggy,05:56:00,medium,Lalitpur,Monday,0,0,0,10323.456,,,
42,53.76,sunny,03:23:00,low,Godavari,Friday,0,0,0,2257.92,,,
48,142.848,foggy,12:22:00,medium,Lazimpat,Tuesday,0,0,0,6856.704,,,
48,2516.0625,foggy,09:07:00,high,Pokhara,Monday,0,0,0,120771,,,
49,398.592,rainy,14:09:00,medium,Kirtipur,Sunday,0,0,0,19531.008,,,
47,94.72,sunny,19:26:00,low,Thamel,Thursday,0,0,0,4451.84,,,
46,233.856,cloudy,07:59:00,low,Boudha,Monday,0,0,0,10757.376,,,
42,210.944,sunny,08:47:00,low,Kuleshwor,Sunday,0,0,0,8859.648,,,
53,288.768,sunny,10:41:00,high,Koteshwor,Saturday,1,0,0,15304.704,,,
49,851.904,cloudy,12:32:00,high,Koteshwor,Saturday,1,0,0,41743.296,,,
58,142.848,cloudy,21:23:00,low,Thamel,Friday,0,0,0,8285.184,,,
53,139.776,foggy,04:12:00,medium,Lazimpat,Monday,0,0,0,7408.128,,,
48,247.296,rainy,07:08:00,medium,Butwal,Wednesday,0,0,0,11870.208,,,
45,376.704,foggy,11:07:00,high,Butwal,Friday,0,0,1,16951.68,,,
51,2035.125,cloudy,17:31:00,medium,Kirtipur,Friday,0,0,0,103791.375,,,
54,330.24,cloudy,19:04:00,low,Bhaktapur,Wednesday,0,0,0,17832.96,,,
47,198.912,rainy,10:38:00,medium,Koteshwor,Monday,0,0,0,9348.864,,,
53,100.608,rainy,13:05:00,medium,Lalitpur,Tuesday,0,0,0,5332.224,,,
47,160.256,sunny,22:17:00,low,Kathmandu,Friday,0,0,0,7532.032,,,
53,329.472,rainy,03:36:00,medium,Kathmandu,Monday,0,0,0,17462.016,,,
42,325.632,rainy,02:47:00,high,Butwal,Wednesday,0,0,1,13676.544,,,
46,223.232,rainy,00:31:00,medium,Balkumari,Wednesday,0,0,0,10268.672,,,
49,344.832,sunny,12:53:00,high,Thamel,Saturday,1,0,0,16896.768,,,
50,92.928,sunny,21:48:00,low,Bhaktapur,Friday,0,0,0,4646.4,,,
52,422.784,sunny,04:45:00,high,Madhyapur Thimi,Saturday,1,0,0,21984.768,,,
49,693.5625,sunny,17:10:00,high,Kuleshwor,Saturday,1,0,0,33984.5625,,,
51,321.792,foggy,02:26:00,medium,Balkumari,Friday,0,0,0,16411.392,,,
47,113.664,rainy,18:16:00,medium,Butwal,Wednesday,0,0,0,5342.208,,,
50,369.792,cloudy,21:11:00,high,Godavari,Saturday,1,0,0,18489.6,,,
53,231.936,sunny,23:59:00,low,Kirtipur,Monday,0,0,0,12292.608,,,
46,2790.703125,rainy,17:49:00,high,Butwal,Saturday,1,0,0,128372.34375,,,
47,220.672,rainy,07:34:00,medium,Boudha,Thursday,0,0,0,10371.584,,,
69,185.856,sunny,03:30:00,low,Butwal,Friday,0,0,0,12824.064,,,
55,248.832,rainy,20:02:00,high,Lalitpur,Thursday,0,1,0,13685.76,,,
52,116.224,foggy,06:20:00,medium,Kathmandu,Friday,0,0,0,6043.648,,,
45,193.024,rainy,08:15:00,medium,Kuleshwor,Monday,0,0,0,8686.08,,,
57,275.712,foggy,01:13:00,high,Koteshwor,Saturday,1,0,0,15715.584,,,
54,229.632,foggy,18:28:00,high,Butwal,Saturday,1,0,0,12400.128,,,
42,156.672,rainy,13:48:00,medium,Godavari,Wednesday,0,0,0,6580.224,,,
46,201.728,cloudy,22:03:00,low,New Road,Thursday,0,0,0,9279.488,,,
49,279.552,sunny,20:32:00,high,Kuleshwor,Saturday,1,0,0,13698.048,,,
41,377.088,cloudy,02:29:00,low,Butwal,Friday,0,0,0,15460.608,,,
41,323.712,foggy,22:28:00,medium,Pokhara,Friday,0,0,0,13272.192,,,
44,108.544,rainy,14:19:00,medium,Madhyapur Thimi,Thursday,0,0,0,4775.936,,,
40,102.912,sunny,03:03:00,low,Godavari,Wednesday,0,0,0,4116.48,,,
42,250.368,cloudy,23:18:00,low,Madhyapur Thimi,Monday,0,0,0,10515.456,,,
45,172.032,cloudy,21:33:00,low,Bhaktapur,Friday,0,0,0,7741.44,,,
49,241.152,cloudy,01:44:00,low,Butwal,Wednesday,0,0,0,11816.448,,,
49,52.224,rainy,19:55:00,medium,Thamel,Friday,0,0,0,2558.976,,,
54,63.488,sunny,23:41:00,low,Kirtipur,Monday,0,0,0,3428.352,,,
43,793.152,rainy,21:00:00,high,Durbar Marg,Sunday,0,1,0,34105.536,,,
49,371.712,sunny,03:56:00,low,Kuleshwor,Sunday,0,0,0,18213.888,,,
49,236.544,rainy,15:51:00,medium,Durbar Marg,Monday,0,0,0,11590.656,,,
55,221.696,sunny,03:56:00,low,Boudha,Friday,0,0,0,12193.28,,,
59,233.472,sunny,16:43:00,low,Durbar Marg,Sunday,0,0,0,13774.848,,,
42,495.36,cloudy,07:51:00,low,Madhyapur Thimi,Sunday,0,0,0,20805.12,,,
53,103.936,rainy,20:25:00,medium,Kathmandu,Monday,0,0,0,5508.608,,,
47,195.584,cloudy,20:50:00,low,Tokha,Tuesday,0,0,0,9192.448,,,
42,404.352,rainy,07:53:00,medium,Madhyapur Thimi,Tuesday,0,0,0,16982.784,,,
47,1326.375,cloudy,09:17:00,medium,Thamel,Wednesday,0,0,0,62339.625,,,
45,131.072,sunny,11:00:00,low,Madhyapur Thimi,Sunday,0,0,0,5898.24,,,
46,78.336,cloudy,12:09:00,high,Godavari,Saturday,1,0,0,3603.456,,,
52,264.192,rainy,16:21:00,high,Butwal,Friday,0,1,0,13737.984,,,
43,1670.625,foggy,09:42:00,high,Lalitpur,Saturday,1,0,0,71836.875,,,
50,319.104,rainy,05:14:00,medium,Tokha,Wednesday,0,0,0,15955.2,,,
43,232.704,cloudy,06:33:00,low,Tokha,Friday,0,0,0,10006.272,,,
60,225.28,rainy,02:37:00,medium,Kathmandu,Tuesday,0,0,0,13516.8,,,
45,367.872,sunny,20:12:00,low,Kuleshwor,Friday,0,0,0,16554.24,,,
46,2619.84375,rainy,09:38:00,high,Kuleshwor,Saturday,1,0,1,120512.8125,,,
54,280.32,sunny,08:16:00,low,Thamel,Thursday,0,0,0,15137.28,,,
45,193.024,cloudy,00:18:00,low,Bhaktapur,Thursday,0,0,0,8686.08,,,
45,158.72,sunny,20:38:00,low,Godavari,Sunday,0,0,0,7142.4,,,
50,352.512,cloudy,01:42:00,high,Lalitpur,Saturday,1,0,0,17625.6,,,
51,184.32,foggy,11:42:00,medium,Kirtipur,Monday,0,0,0,9400.32,,,
55,373.248,rainy,03:55:00,high,Durbar Marg,Saturday,1,0,0,20528.64,,,
60,2840.0625,foggy,09:59:00,high,Kirtipur,Saturday,1,0,0,170403.75,,,
68,269.568,cloudy,23:57:00,low,Lalitpur,Monday,0,0,0,18330.624,,,
48,140.544,cloudy,14:20:00,low,Kathmandu,Tuesday,0,0,0,6746.112,,,
52,254.976,foggy,07:22:00,medium,Kuleshwor,Monday,0,0,0,13258.752,,,
51,813.375,rainy,17:27:00,high,Pokhara,Monday,0,0,0,41482.125,,,
60,495.936,cloudy,13:23:00,high,Butwal,Saturday,1,0,0,29756.16,,,
57,249.344,cloudy,10:33:00,low,Lazimpat,Friday,0,0,0,14212.608,,,
55,278.784,cloudy,14:52:00,low,Godavari,Wednesday,0,0,0,15333.12,,,
50,364.8,foggy,02:31:00,medium,Bhaktapur,Wednesday,0,0,0,18240,,,
48,263.424,cloudy,08:43:00,low,Durbar Marg,Friday,0,0,0,12644.352,,,
72,155.904,rainy,15:37:00,medium,Lalitpur,Tuesday,0,0,0,11225.088,,,
46,125.952,cloudy,19:00:00,low,New Road,Friday,0,0,0,5793.792,,,
56,181.76,sunny,19:03:00,low,Bhaktapur,Tuesday,0,0,0,10178.56,,,
61,327.168,cloudy,10:04:00,low,Godavari,Thursday,0,0,0,19957.248,,,
52,318.72,cloudy,21:06:00,low,Bhaktapur,Monday,0,0,0,16573.44,,,
54,52.224,sunny,18:16:00,low,Lazimpat,Tuesday,0,0,0,2820.096,,,
48,148.224,foggy,16:45:00,medium,Durbar Marg,Thursday,0,0,0,7114.752,,,
47,64,foggy,06:31:00,medium,Pokhara,Sunday,0,0,0,3008,,,
52,120.832,rainy,20:27:00,medium,Thamel,Thursday,0,0,0,6283.264,,,
44,278.016,rainy,22:37:00,medium,Bhaktapur,Thursday,0,0,0,12232.704,,,
54,232.448,cloudy,12:17:00,low,Godavari,Wednesday,0,0,0,12552.192,,,
49,224.256,cloudy,20:40:00,low,Lalitpur,Sunday,0,0,0,10988.544,,,
33,133.632,cloudy,01:18:00,low,Tokha,Friday,0,0,0,4409.856,,,
49,113.664,cloudy,11:17:00,low,New Road,Friday,0,0,0,5569.536,,,
44,182.016,rainy,19:24:00,medium,New Road,Monday,0,0,0,8008.704,,,
47,975.375,rainy,17:05:00,high,Boudha,Monday,0,0,0,45842.625,,,
53,129.536,sunny,04:30:00,low,Lalitpur,Friday,0,0,0,6865.408,,,
51,52.224,foggy,21:18:00,medium,Thamel,Wednesday,0,0,0,2663.424,,,
46,64.512,rainy,04:29:00,medium,Kathmandu,Tuesday,0,0,0,2967.552,,,
43,125.952,sunny,13:54:00,low,Durbar Marg,Thursday,0,0,0,5415.936,,,
52,243.072,rainy,12:07:00,high,New Road,Saturday,1,1,0,12639.744,,,
49,298.752,cloudy,00:24:00,high,Pokhara,Sunday,0,0,1,14638.848,,,
46,330.24,cloudy,23:32:00,high,Kathmandu,Saturday,1,0,0,15191.04,,,
68,346.368,sunny,23:17:00,low,Durbar Marg,Monday,0,0,0,23553.024,,,
55,184.32,foggy,20:10:00,medium,Boudha,Friday,0,0,0,10137.6,,,
56,2323.6875,cloudy,17:05:00,medium,Kirtipur,Friday,0,0,0,130126.5,,,
52,222.72,rainy,14:03:00,medium,Tokha,Sunday,0,0,0,11581.44,,,
48,444.672,cloudy,23:32:00,high,Boudha,Saturday,1,0,0,21344.256,,,
43,64.512,foggy,08:37:00,medium,Lazimpat,Friday,0,0,0,2774.016,,,
54,86.016,cloudy,22:20:00,high,Thamel,Friday,0,1,0,4644.864,,,
52,161.28,foggy,11:49:00,high,Lalitpur,Saturday,1,0,0,8386.56,,,
51,509.184,rainy,14:46:00,medium,Balkumari,Sunday,0,0,0,25968.384,,,
55,239.616,cloudy,21:15:00,low,Godavari,Friday,0,0,0,13178.88,,,
39,275.328,cloudy,06:34:00,high,Butwal,Monday,0,1,0,10737.792,,,
45,160.256,cloudy,15:23:00,low,Koteshwor,Wednesday,0,0,0,7211.52,,,
56,1390.5,sunny,09:32:00,high,Bhaktapur,Monday,0,0,0,77868,,,
73,169.344,cloudy,07:40:00,high,Lazimpat,Tuesday,0,0,1,12362.112,,,
46,61.44,cloudy,20:32:00,low,Koteshwor,Friday,0,0,0,2826.24,,,
43,355.584,rainy,07:17:00,medium,Boudha,Wednesday,0,0,0,15290.112,,,
49,110.592,foggy,18:58:00,medium,Butwal,Monday,0,0,0,5419.008,,,
59,79.36,cloudy,16:27:00,low,New Road,Friday,0,0,0,4682.24,,,
41,237.568,sunny,22:58:00,low,Lazimpat,Thursday,0,0,0,9740.28800000001,,,
48,60.928,rainy,06:51:00,medium,Butwal,Wednesday,0,0,0,2924.544,,,
44,128.256,sunny,15:59:00,high,Boudha,Friday,0,0,1,5643.264,,,
52,208.512,foggy,23:05:00,high,Pokhara,Saturday,1,0,0,10842.624,,,
48,350.208,foggy,04:51:00,high,Bhaktapur,Saturday,1,0,0,16809.984,,,
51,248.32,rainy,18:01:00,medium,Boudha,Sunday,0,0,0,12664.32,,,
44,93.696,foggy,08:51:00,medium,Lazimpat,Monday,0,0,0,4122.624,,,
50,160.256,foggy,07:53:00,medium,Tokha,Sunday,0,0,0,8012.8,,,
50,223.232,foggy,01:01:00,medium,Butwal,Wednesday,0,0,0,11161.6,,,
46,296.448,foggy,19:13:00,high,Butwal,Saturday,1,0,0,13636.608,,,
48,1873.125,rainy,09:05:00,high,Koteshwor,Thursday,0,0,1,89910,,,
48,204.8,sunny,21:30:00,low,New Road,Monday,0,0,0,9830.4,,,
45,388.8,rainy,21:34:00,high,Koteshwor,Saturday,1,0,0,17496,,,
43,63.488,rainy,14:33:00,medium,New Road,Sunday,0,0,0,2729.984,,,
53,1022.625,cloudy,18:00:00,medium,Pokhara,Wednesday,0,0,0,54199.125,,,
44,106.752,rainy,16:53:00,medium,Lalitpur,Tuesday,0,0,0,4697.088,,,
47,329.472,sunny,07:56:00,low,Durbar Marg,Tuesday,0,0,0,15485.184,,,
31,159.744,cloudy,00:15:00,low,New Road,Tuesday,0,0,0,4952.064,,,
42,140.544,rainy,16:36:00,medium,Kirtipur,Sunday,0,0,0,5902.848,,,
53,334.848,sunny,13:34:00,high,Butwal,Saturday,1,0,0,17746.944,,,
52,176.256,rainy,12:27:00,high,Kathmandu,Monday,0,0,1,9165.312,,,
55,153.6,foggy,16:39:00,medium,Koteshwor,Sunday,0,0,0,8448,,,
41,200.192,foggy,23:37:00,medium,Thamel,Wednesday,0,0,0,8207.872,,,
55,136.192,sunny,00:20:00,low,Kathmandu,Sunday,0,0,0,7490.56,,,
50,239.616,foggy,04:06:00,high,Durbar Marg,Thursday,0,0,1,11980.8,,,
49,86.528,rainy,13:41:00,medium,Kathmandu,Sunday,0,0,0,4239.872,,,
